CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,Sigma,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost,dist_to_known_params
l1_loss,512,1000,70,0,2,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.29454017e-01 5.74816482e+01 8.96167970e-01 5.09612799e+01
 1.00000000e+00 1.25756302e-02 2.38957278e+01 4.00000000e+00]","[1.29452713e-01 5.79939088e+01 8.19857258e-01 5.11263341e+01
 9.99999973e-01 1.25764289e-02 2.36252680e+01 4.00000000e+00]","[1.29454488e-01 5.80136909e+01 8.23721829e-01 5.11323022e+01
 1.00000000e+00 1.25766714e-02 2.37484001e+01 4.00000000e+00]","[1.29455303e-01 5.80051180e+01 8.48363428e-01 5.11374280e+01
 1.00000000e+00 1.25759750e-02 2.32020879e+01 4.00000000e+00]","[1.29450764e-01 5.70224890e+01 1.00000000e+00 5.09096221e+01
 1.00000000e+00 1.25740560e-02 2.42948831e+01 4.00000000e+00]","[0.007125095333417317, 0.007360474162674125, 0.007375012990469839, 0.00758661297801594, 0.0076203739139236205]",0.0074135138757001,112.38090407442044
l1_loss,1024,1000,70,1,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[ 4.62765056e-01  2.39846857e+01  9.36803444e-02  2.43366955e+01
  1.00000000e+00 -1.09768036e-03  9.86373886e+01  4.00000000e+00]","[ 4.62765043e-01  2.39846861e+01  9.36803108e-02  2.43374097e+01
  1.00000000e+00 -1.09768036e-03  9.80568522e+01  4.00000000e+00]","[ 4.62766804e-01  2.39846830e+01  9.36790376e-02  2.43366785e+01
  1.00000000e+00 -1.09767956e-03  1.00000000e+02  4.00000000e+00]","[ 4.62782753e-01  2.39846723e+01  9.36725498e-02  2.43350341e+01
  9.96029304e-01 -1.09767844e-03  9.69810187e+01  4.00000000e+00]","[ 4.62766801e-01  2.39846830e+01  9.36790319e-02  2.43366929e+01
  1.00000000e+00 -1.09767956e-03  9.99820296e+01  4.00000000e+00]","[0.019660348573101824, 0.019830317517895445, 0.020016075015681208, 0.020224296338452664, 0.020315742051307758]",0.0200093558992877,113.8161648041121
l1_loss,512,1000,70,10,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.33629047e-01 5.70802343e+01 6.40488820e-01 5.13315259e+01
 1.00000000e+00 1.19243669e-02 2.36700625e+01 4.00000000e+00]","[1.33629048e-01 5.70927016e+01 6.30528184e-01 5.13386717e+01
 1.00000000e+00 1.19243670e-02 2.46974866e+01 4.00000000e+00]","[1.33629048e-01 5.70928261e+01 6.69337524e-01 5.15490555e+01
 9.99949823e-01 1.19243575e-02 2.29435015e+01 4.00000000e+00]","[1.33629046e-01 5.70841373e+01 6.63197053e-01 5.13305086e+01
 9.99978773e-01 1.19243642e-02 2.36656803e+01 4.00000000e+00]","[1.33629048e-01 5.70925862e+01 6.20453501e-01 5.13387203e+01
 1.00000000e+00 1.19243670e-02 2.46998624e+01 4.00000000e+00]","[0.006920530207640617, 0.0077040667637134335, 0.008052268609919526, 0.008157987031065753, 0.00818629460719397]",0.0078042294439066,113.86419961884874
l1_loss,1024,1000,70,0,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.47443431e-01 5.26356755e+01 5.95500862e-01 4.22594099e+01
 1.00000000e+00 1.14827231e-02 2.36899310e+01 4.00000000e+00]","[1.47438213e-01 5.26503252e+01 6.14535509e-01 4.22125364e+01
 1.00000000e+00 1.14800991e-02 2.35273444e+01 4.00000000e+00]","[1.47440769e-01 5.26433831e+01 5.95543777e-01 4.22069352e+01
 1.00000000e+00 1.14786043e-02 2.44316334e+01 4.00000000e+00]","[1.47438206e-01 5.26484688e+01 6.14489517e-01 4.22129827e+01
 1.00000000e+00 1.14805771e-02 2.35151689e+01 4.00000000e+00]","[1.47443442e-01 5.26549047e+01 5.95559531e-01 4.22592415e+01
 9.99997199e-01 1.14816144e-02 2.39613615e+01 4.00000000e+00]","[0.014469198771567621, 0.01458102614044203, 0.014659863843371554, 0.014805727013742137, 0.01490873183921365]",0.0146849095216673,114.8483465490974
l2_loss,1024,1000,70,0,1,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[8.62425307e-03 6.47436069e+01 2.95563012e-01 5.75482477e+01
 7.93548626e-02 1.44363482e-02 2.29262498e+01 4.00000000e+00]","[8.62425307e-03 6.47300524e+01 3.01757628e-01 5.76532132e+01
 7.93555347e-02 1.44363482e-02 2.31803871e+01 4.00000000e+00]","[8.62425307e-03 6.47303358e+01 3.01736533e-01 5.76105612e+01
 7.93555323e-02 1.44363482e-02 2.31858231e+01 4.00000000e+00]","[8.62425307e-03 6.47424767e+01 3.01729810e-01 5.76154223e+01
 7.93555336e-02 1.44363482e-02 2.31804485e+01 4.00000000e+00]","[8.62425307e-03 6.47434899e+01 3.01700194e-01 5.75493694e+01
 7.93548623e-02 1.44363482e-02 2.29293811e+01 4.00000000e+00]","[1.4348041455782513e-05, 1.4443048968487125e-05, 1.4576328497627567e-05, 1.4641959268979542e-05, 1.4865392055318207e-05]",1.4574954049238992e-05,119.86780254067986
l2_loss,1024,1000,70,10,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.64810138e-01 3.77397262e+01 6.20158958e-02 3.76715249e+01
 9.99950373e-01 1.05789934e-02 2.33597411e+01 4.00000000e+00]","[1.83433030e-01 3.70945069e+01 6.73509700e-02 3.69731895e+01
 9.77383621e-01 9.42610393e-03 2.59326056e+01 4.00000000e+00]","[1.64810162e-01 3.77365123e+01 6.20158916e-02 3.70666489e+01
 9.95846238e-01 1.05789933e-02 2.33602746e+01 4.00000000e+00]","[1.64810138e-01 3.72595596e+01 6.20158958e-02 3.71395865e+01
 9.99950373e-01 1.19969342e-02 2.36425164e+01 4.00000000e+00]","[1.64810138e-01 3.77397262e+01 6.20158958e-02 3.76715249e+01
 9.99950373e-01 1.05789934e-02 2.38484685e+01 4.00000000e+00]","[0.002564685600635465, 0.0027394755829499707, 0.0028253661771189273, 0.002854150846921576, 0.0029745646451519855]",0.0027916485705555,121.46356617376524
l1_loss,512,1000,70,10,1,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[-3.08489333e-01  2.42165555e+01 -2.71249234e-02  7.42098765e+01
  1.00000000e+00  1.48884473e-01  2.61236182e+01  4.00000000e+00]","[-3.08478518e-01  2.42122088e+01 -2.71249171e-02  7.42081781e+01
  9.87769544e-01  1.48874374e-01  2.61219174e+01  4.00000000e+00]","[-3.10805168e-01  2.44830197e+01 -2.71348994e-02  7.39912916e+01
  1.00000000e+00  1.53207439e-01  2.64627670e+01  4.00000000e+00]","[-3.08485416e-01  2.42197418e+01 -2.71259163e-02  7.41885170e+01
  9.99999977e-01  1.48886340e-01  2.61304365e+01  4.00000000e+00]","[-3.08490119e-01  2.42173970e+01 -2.71249262e-02  7.41726265e+01
  1.00000000e+00  1.48882204e-01  2.61221866e+01  4.00000000e+00]","[0.09539301992439214, 0.09570590038271375, 0.09679299432537283, 0.09696417960657368, 0.09726816522530402]",0.0964248518928712,122.34536894002372
l2_loss,512,1000,70,0,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[4.10704833e-02 8.10337936e+01 7.88079689e-01 9.99064419e+01
 5.96494853e-01 1.81132793e-02 2.83187218e+01 4.00000000e+00]","[4.10877121e-02 8.09486885e+01 4.47415074e-01 9.98246100e+01
 6.10752092e-01 1.81133242e-02 2.66403839e+01 4.00000000e+00]","[4.10821521e-02 8.34295249e+01 2.21133238e-01 9.95815920e+01
 5.93004520e-01 1.81133273e-02 2.66554544e+01 4.00000000e+00]","[4.58247532e-02 8.95159573e+01 5.39700337e-01 9.99999664e+01
 8.10466575e-01 2.23565684e-02 2.66776759e+01 4.00000000e+00]","[4.10715887e-02 8.10126564e+01 7.87418554e-01 1.00000000e+02
 5.96256896e-01 1.81092939e-02 2.83267816e+01 4.00000000e+00]","[0.0005179527226319955, 0.000575785434582512, 0.0007227524439499181, 0.0007368555171092479, 0.000739949754175693]",0.0006586591744898,123.484357481372
l1_loss,512,1000,70,0,2,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.17827701e-01 5.90517078e+01 3.40735216e-01 5.34027054e+01
 9.26857458e-01 1.31284746e-02 2.16795305e+01 4.00000000e+00]","[1.10825192e-01 6.31070940e+01 3.08966218e-01 5.60485411e+01
 1.00000000e+00 1.31292594e-02 2.62410288e+01 4.00000000e+00]","[1.16599769e-01 6.21397100e+01 4.73243817e-01 5.50698269e+01
 1.00000000e+00 1.31291646e-02 2.35245474e+01 4.00000000e+00]","[1.15030994e-01 6.22159097e+01 4.95388130e-01 6.06202608e+01
 1.00000000e+00 1.33114720e-02 2.57086943e+01 4.00000000e+00]","[1.28485374e-01 5.81413503e+01 4.30758247e-01 5.21212836e+01
 1.00000000e+00 1.31231272e-02 2.18807935e+01 4.00000000e+00]","[0.007900186522782683, 0.009540731480120409, 0.009891533070825935, 0.010086054096348664, 0.010191532319473137]",0.0095220074979101,130.11225220473736
l2_loss,1024,1000,70,10,1,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[ 6.60763702e-04  8.37740589e+01  9.99999984e-01  9.88595110e+01
 -8.46724056e-01  9.99869729e-01  1.00000000e+02  4.00000000e+00]","[ 6.61173058e-04  8.09495806e+01  9.99892679e-01  9.96707547e+01
 -8.64070208e-01  1.00000000e+00  9.69558685e+01  4.00000000e+00]","[ 6.61173058e-04  8.11027136e+01  9.99857956e-01  9.96706263e+01
 -8.64079712e-01  9.99989281e-01  9.69559752e+01  4.00000000e+00]","[ 6.60837442e-04  8.21190198e+01  9.99962482e-01  1.00000000e+02
 -9.47773418e-01  1.00000000e+00  9.63312431e+01  4.00000000e+00]","[ 6.61173000e-04  8.12036073e+01  8.73686021e-01  1.00000000e+02
 -9.23441534e-01  9.95787176e-01  9.69387058e+01  4.00000000e+00]","[0.0653342147104813, 0.06582232058165488, 0.06586463138787339, 0.06591179554467083, 0.06621444273734585]",0.0658294809924052,131.73461604111333
l2_loss,512,1000,70,10,1,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[3.76846047e-02 9.11319988e+01 4.33021025e-01 8.87632761e+01
 6.32792855e-01 2.03315060e-02 2.47224794e+01 4.00000000e+00]","[3.63638663e-02 9.02613213e+01 4.12311875e-01 8.86769148e+01
 6.07102630e-01 1.99333954e-02 2.39281925e+01 4.00000000e+00]","[3.63629313e-02 9.02690519e+01 4.12350197e-01 8.86772631e+01
 6.07091631e-01 1.99332133e-02 2.67873486e+01 4.00000000e+00]","[3.76836112e-02 9.16128286e+01 5.03292036e-01 8.87773414e+01
 5.88957250e-01 2.03313636e-02 2.34183460e+01 4.00000000e+00]","[3.76846049e-02 8.93317866e+01 4.32984612e-01 8.87633583e+01
 6.32825566e-01 2.03315059e-02 2.47249952e+01 4.00000000e+00]","[0.0006257889936945537, 0.0006971468831013154, 0.0007874213999486235, 0.000804038702364017, 0.0008838114072980595]",0.0007596414772813,133.32779050793448
l1_loss,512,1000,70,1,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[6.18712227e-02 8.63596671e+01 8.57991085e-01 3.76869163e+01
 8.31861374e-01 1.75931745e-02 2.16603147e+01 4.00000000e+00]","[6.18700574e-02 9.29366075e+01 8.83215684e-01 3.76927068e+01
 9.05756163e-01 1.79348525e-02 2.39681994e+01 4.00000000e+00]","[6.39406882e-02 9.20387323e+01 8.81843679e-01 3.76859770e+01
 9.39532389e-01 1.75910503e-02 2.41417736e+01 4.00000000e+00]","[6.39401005e-02 9.20393684e+01 8.81843680e-01 3.76859388e+01
 9.39570374e-01 1.75913660e-02 2.48335949e+01 4.00000000e+00]","[6.19072864e-02 9.25313556e+01 8.81843254e-01 3.76924560e+01
 9.39114479e-01 1.75913690e-02 2.56094847e+01 4.00000000e+00]","[0.014697056101836001, 0.015201786741399654, 0.01535602121941404, 0.015551071981115206, 0.01570159029649051]",0.015301505268051,141.57116452125237
l1_loss,1024,1000,70,1,1,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[4.09896122e-02 7.33451963e+01 8.48464908e-01 6.34769034e+01
 4.52188100e-01 1.78110117e-02 2.06849906e+01 4.00000000e+00]","[4.09870184e-02 7.46370631e+01 5.39745086e-01 7.10725791e+01
 4.55245610e-01 1.78097596e-02 1.98476894e+01 4.00000000e+00]","[4.09870444e-02 7.48298369e+01 4.43038123e-01 6.67707501e+01
 4.55246263e-01 1.78097337e-02 1.93648926e+01 4.00000000e+00]","[4.09896063e-02 7.33197412e+01 8.48855451e-01 6.33066905e+01
 4.52200246e-01 1.78110109e-02 2.10242996e+01 4.00000000e+00]","[4.09895394e-02 7.33160960e+01 6.74969888e-01 6.80284314e+01
 4.55255187e-01 1.78110012e-02 2.07031086e+01 4.00000000e+00]","[0.012284423466771638, 0.012319985389180667, 0.012568827612428855, 0.012593222377557237, 0.012676796139585982]",0.0124886509971048,141.8722731274448
l2_loss,512,1000,70,10,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.19290410e-02 7.92891748e+01 5.34469264e-01 7.72640210e+01
 1.00000000e+00 1.91847771e-02 2.11595343e+01 4.00000000e+00]","[7.76582576e-02 7.94751621e+01 4.60588806e-01 7.72640210e+01
 8.86081446e-01 1.91847453e-02 1.40331878e+01 4.00000000e+00]","[8.19290410e-02 7.89293535e+01 4.45960978e-01 7.90146185e+01
 9.53772686e-01 1.91847771e-02 1.96029606e+01 4.00000000e+00]","[8.19290410e-02 8.02439008e+01 4.83996718e-01 7.72640210e+01
 1.00000000e+00 1.93483762e-02 2.10062566e+01 4.00000000e+00]","[7.81691820e-02 8.11233582e+01 6.73679826e-01 7.77505070e+01
 9.26839354e-01 1.91847454e-02 1.62502495e+01 4.00000000e+00]","[0.0009955385309430517, 0.0010142511358807798, 0.001015729260473903, 0.001086622049288183, 0.0010954733259643022]",0.00104152286051,142.81470060381938
l2_loss,1024,1000,70,10,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[7.74424221e-03 7.42981011e+01 2.19043625e-01 8.66767177e+01
 8.76254639e-02 1.85685710e-02 2.10631496e+01 4.00000000e+00]","[7.74424221e-03 7.43240362e+01 2.76408449e-01 8.57149561e+01
 8.76254639e-02 1.85685710e-02 2.10631496e+01 4.00000000e+00]","[7.74433202e-03 7.56071727e+01 3.81719938e-01 8.22738837e+01
 8.30601343e-02 1.85693789e-02 1.67118609e+01 4.00000000e+00]","[7.74431791e-03 7.61005344e+01 2.79063774e-01 8.77788275e+01
 8.57584936e-02 1.85688364e-02 1.74234436e+01 4.00000000e+00]","[7.69915424e-03 7.51423911e+01 2.19093101e-01 8.66403353e+01
 8.76254637e-02 1.85685709e-02 2.10669236e+01 4.00000000e+00]","[0.00010446383427872043, 0.00010564972925161628, 0.00011262373191724496, 0.00011692828782466164, 0.00011718226791771092]",0.0001113695702379,146.8184592800508
l1_loss,512,1000,70,0,1,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.03960929e-01 5.68471006e+01 5.27694190e-01 5.17306875e+01
 7.35921034e-01 1.14197744e-02 1.99038819e+01 4.00000000e+00]","[1.03012878e-01 5.68740053e+01 5.24139180e-01 5.14858962e+01
 7.35941978e-01 1.21284851e-02 1.90067826e+01 4.00000000e+00]","[1.03972284e-01 5.68434486e+01 5.05618493e-01 5.17876252e+01
 7.37244624e-01 1.14197762e-02 2.03337509e+01 4.00000000e+00]","[1.03022428e-01 5.67351242e+01 5.24148876e-01 5.14874558e+01
 7.41232331e-01 1.21299572e-02 2.03602653e+01 4.00000000e+00]","[1.03014135e-01 5.67700918e+01 5.13881288e-01 5.14840030e+01
 7.35939917e-01 1.21295429e-02 1.96123338e+01 4.00000000e+00]","[0.008870055107951507, 0.00894356879995428, 0.009080845361127568, 0.009124945537797694, 0.00914259376088892]",0.0090324017135439,147.38795148978318
l1_loss,512,1000,70,10,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[2.90587067e-01 3.08793932e+01 8.69804825e-02 3.08684459e+01
 1.00000000e+00 4.30757857e-03 2.09133920e+01 4.00000000e+00]","[2.90593822e-01 3.08794645e+01 8.69801286e-02 3.08684801e+01
 1.00000000e+00 4.30757858e-03 1.96809941e+01 4.00000000e+00]","[2.90587066e-01 3.08793934e+01 8.69804827e-02 3.08684452e+01
 1.00000000e+00 4.30757857e-03 2.09079699e+01 4.00000000e+00]","[2.90575091e-01 3.08599145e+01 8.66525479e-02 3.08682615e+01
 1.00000000e+00 4.30757858e-03 1.80981975e+01 4.00000000e+00]","[2.90586220e-01 3.08781542e+01 8.69804955e-02 3.08684602e+01
 1.00000000e+00 4.30757868e-03 2.08996721e+01 4.00000000e+00]","[0.011901842497944197, 0.012238695601971139, 0.012479154758503582, 0.01260714674729474, 0.012636949988021487]",0.012372757918747,150.28432180062444
l2_loss,512,1000,70,0,1,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.78296404e-01 6.63044071e+01 7.74394275e-01 1.61402344e+01
 1.00000000e+00 3.22724666e-03 3.11932556e+01 4.00000000e+00]","[1.88658445e-01 6.43667083e+01 7.72967679e-01 1.61411351e+01
 1.00000000e+00 2.67243628e-03 2.64498034e+01 4.00000000e+00]","[1.88646419e-01 6.59553647e+01 7.73040592e-01 1.60969174e+01
 1.00000000e+00 2.67660231e-03 2.89404769e+01 4.00000000e+00]","[1.88658437e-01 6.43680833e+01 7.72967679e-01 1.61411358e+01
 1.00000000e+00 2.67243524e-03 2.64495027e+01 4.00000000e+00]","[1.88658437e-01 6.43674126e+01 7.72967679e-01 1.61411359e+01
 9.99983033e-01 2.67243574e-03 2.64497630e+01 4.00000000e+00]","[0.00907315652014056, 0.009127125557919087, 0.009208845783819058, 0.009294012923650908, 0.009316146108171632]",0.0092038573787402,150.89281206013516
l1_loss,512,1000,70,0,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[7.49097565e-03 6.80450584e+01 4.20632437e-01 6.28582452e+01
 6.94178598e-02 1.55384095e-02 1.82902402e+01 4.00000000e+00]","[7.48550478e-03 6.79523996e+01 4.04280963e-01 6.29035577e+01
 6.93165522e-02 1.53968534e-02 1.84180796e+01 4.00000000e+00]","[7.48550124e-03 6.79535670e+01 3.96727711e-01 6.29311703e+01
 6.93167187e-02 1.53968680e-02 1.84178070e+01 4.00000000e+00]","[7.48550478e-03 6.79523999e+01 4.04280981e-01 6.29034696e+01
 6.93165522e-02 1.53968533e-02 1.84180770e+01 4.00000000e+00]","[7.48550478e-03 6.79524263e+01 4.04284721e-01 6.29035582e+01
 6.93165522e-02 1.53967212e-02 1.84180739e+01 4.00000000e+00]","[0.003358265748158044, 0.003378344236089841, 0.0033809880300705994, 0.003401367576778098, 0.0034017420898445343]",0.0033841415361882,167.02734254369162
l2_loss,512,1000,70,0,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[-3.34969488e-01  8.58640702e+01 -2.73399634e-02  8.60700166e+01
  9.42768982e-01  5.42340876e-02  1.90475512e+01  4.00000000e+00]","[-3.35128682e-01  8.66183172e+01 -2.73394923e-02  8.60469774e+01
  9.42627743e-01  5.42361131e-02  1.90455910e+01  4.00000000e+00]","[-3.34917083e-01  8.66589975e+01 -2.73383067e-02  8.60674952e+01
  9.42742280e-01  5.42351767e-02  1.90416546e+01  4.00000000e+00]","[-4.39186023e-01  8.20595971e+01 -3.00152508e-02  8.44675531e+01
  9.36336736e-01  5.70642424e-02  1.82596411e+01  4.00000000e+00]","[-5.23004511e-01  8.21401433e+01 -3.00140345e-02  8.43805718e+01
  9.36379813e-01  5.70619019e-02  1.50791964e+01  4.00000000e+00]","[0.0010548044187131053, 0.0010828769603726722, 0.0010945479120725834, 0.0011394154516248653, 0.0011489918199799394]",0.0011041273125526,171.21403921451787
l2_loss,1024,1000,70,1,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.41180161e-02 1.74704556e+01 3.52890299e-02 1.76289629e+01
 3.98861700e-01 1.93556143e-02 9.99913390e+01 4.00000000e+00]","[1.41180163e-02 1.74704538e+01 3.52890456e-02 1.76606092e+01
 3.98861701e-01 1.93556143e-02 9.99908833e+01 4.00000000e+00]","[1.41180171e-02 1.74704547e+01 3.52890299e-02 1.76289627e+01
 3.98862079e-01 1.93556143e-02 1.00000000e+02 4.00000000e+00]","[1.41180167e-02 1.74704551e+01 3.52890299e-02 1.76289000e+01
 3.98861702e-01 1.93556143e-02 9.99999613e+01 4.00000000e+00]","[1.42273532e-02 1.74704266e+01 3.52890292e-02 1.76289626e+01
 3.98863191e-01 1.93556153e-02 9.99975547e+01 4.00000000e+00]","[0.0004339387379041752, 0.00043420361548024406, 0.00043436182870692624, 0.0004355156882789714, 0.00043722618503479833]",0.000435049211081,174.50330776203933
l1_loss,1024,1000,70,0,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[3.27217345e-01 1.67654152e+01 6.79202757e-02 1.67931129e+01
 9.46501367e-01 4.14602923e-03 4.06335069e+01 4.00000000e+00]","[3.27220082e-01 1.59029963e+01 6.79101679e-02 1.60115426e+01
 9.47658361e-01 4.14831358e-03 4.46931292e+01 4.00000000e+00]","[3.27170740e-01 1.67383522e+01 6.94173879e-02 1.67970553e+01
 9.28360232e-01 4.14689605e-03 4.08195666e+01 4.00000000e+00]","[3.31795265e-01 1.59622654e+01 6.79103117e-02 1.60070696e+01
 9.44313461e-01 4.14830824e-03 4.46994988e+01 4.00000000e+00]","[3.27277559e-01 1.67374825e+01 6.79121599e-02 1.67885820e+01
 9.46541262e-01 4.14649910e-03 4.08943972e+01 4.00000000e+00]","[0.011525636746856775, 0.01164021401766141, 0.011721990042151225, 0.011743124494237906, 0.011931838491810369]",0.0117125607585435,181.81591602911007
l1_loss,1024,1000,70,10,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.77158029e-02 7.40140404e+01 9.57679934e-01 6.36956169e+01
 9.27840181e-01 1.76828211e-02 1.71598278e+01 4.00000000e+00]","[8.46122964e-02 7.42912049e+01 9.21765883e-01 6.36727698e+01
 9.23017584e-01 1.76833965e-02 1.90561199e+01 4.00000000e+00]","[8.46122926e-02 7.42898703e+01 9.21757840e-01 6.37030920e+01
 9.23017173e-01 1.76835753e-02 1.90502165e+01 4.00000000e+00]","[8.27675034e-02 7.40161719e+01 9.57586131e-01 7.08147850e+01
 8.75176305e-01 1.76825877e-02 1.71598231e+01 4.00000000e+00]","[8.46122971e-02 7.42910497e+01 8.32263791e-01 6.36961594e+01
 9.23885192e-01 1.76832813e-02 1.90563530e+01 4.00000000e+00]","[0.012860196570146176, 0.012953865935918142, 0.013213041005130892, 0.013230090177190066, 0.013278079644718749]",0.0131070546666208,183.57096752538737
l1_loss,1024,1000,70,1,1,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.21080619e-01 6.32265292e+01 6.75231632e-01 6.28284094e+01
 9.72574713e-01 1.37031707e-02 1.68287399e+01 4.00000000e+00]","[1.17235766e-01 6.29098608e+01 8.33535381e-01 5.34606169e+01
 9.13455915e-01 1.37046031e-02 1.61195591e+01 4.00000000e+00]","[1.41255522e-01 6.55401037e+01 1.00000000e+00 5.28054106e+01
 9.81808058e-01 1.46569856e-02 3.95257075e+00 4.00000000e+00]","[1.25884860e-01 6.21879118e+01 6.86107328e-01 6.34831228e+01
 1.00000000e+00 1.37031711e-02 1.68357121e+01 4.00000000e+00]","[1.41264954e-01 6.49313569e+01 6.24639763e-01 5.34342935e+01
 9.94901533e-01 1.46571002e-02 3.64133884e+00 4.00000000e+00]","[0.011242295394095795, 0.011533000951448814, 0.012119361923293865, 0.012198124559813816, 0.01259100916225951]",0.0119367583981823,186.67510852373175
l1_loss,512,1000,70,10,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.47525954e-02 7.38632199e+01 8.27329249e-01 8.70649359e+01
 7.80896734e-01 1.76117083e-02 1.69887455e+01 4.00000000e+00]","[7.47525951e-02 7.38621746e+01 6.00102465e-01 8.75280009e+01
 7.98125627e-01 1.76117019e-02 1.69809898e+01 4.00000000e+00]","[7.47525954e-02 7.38632767e+01 8.90465865e-01 8.70166456e+01
 7.80900905e-01 1.76117083e-02 1.69889688e+01 4.00000000e+00]","[8.41728736e-02 7.38843985e+01 8.87619104e-01 8.78720524e+01
 8.53017651e-01 1.76117041e-02 1.69889547e+01 4.00000000e+00]","[7.47525951e-02 7.38558602e+01 5.99837458e-01 8.75275627e+01
 7.98121462e-01 1.76117019e-02 1.69809295e+01 4.00000000e+00]","[0.009321032817346555, 0.009399608370139593, 0.009486890285054663, 0.009540724477865418, 0.009858185798280723]",0.0095212883497373,192.39265951266532
l1_loss,1024,1000,70,10,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.43162362e-01 4.61914247e+01 2.54484728e-01 3.54514835e+01
 7.84986030e-01 1.03115352e-02 1.61613528e+01 4.00000000e+00]","[1.43162368e-01 4.61765938e+01 2.54484728e-01 3.54601605e+01
 7.90511003e-01 1.03115759e-02 1.62304140e+01 4.00000000e+00]","[1.43162370e-01 4.57576649e+01 2.54484728e-01 3.56811405e+01
 7.90501687e-01 1.03116948e-02 1.62317349e+01 4.00000000e+00]","[1.43162370e-01 4.62048921e+01 2.54484728e-01 3.54532431e+01
 7.89071320e-01 1.03115763e-02 1.62374731e+01 4.00000000e+00]","[1.43162367e-01 4.61883809e+01 2.54484728e-01 3.54582127e+01
 7.90518615e-01 1.03115759e-02 1.62293150e+01 4.00000000e+00]","[0.013999203306995577, 0.014568469716030253, 0.014602988292036946, 0.01468697211322773, 0.014920427253340002]",0.0145556121363261,199.08284521233884
l1_loss,1024,1000,70,0,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.11412918e-01 6.92520843e+01 3.81705235e-01 7.66710548e+01
 1.00000000e+00 1.60264253e-02 1.53279337e+01 4.00000000e+00]","[1.11413397e-01 7.02869171e+01 3.11271823e-01 7.72787770e+01
 9.99960509e-01 1.60266491e-02 1.31458493e+01 4.00000000e+00]","[1.10132822e-01 6.89333021e+01 2.50782637e-01 7.19182023e+01
 1.00000000e+00 1.53309361e-02 1.59599636e+01 4.00000000e+00]","[9.55089911e-02 7.04542021e+01 8.69545904e-01 7.47902158e+01
 7.89698346e-01 1.58845344e-02 6.64663321e+00 4.00000000e+00]","[1.10135998e-01 6.89137101e+01 3.11741062e-01 7.39158097e+01
 1.00000000e+00 1.53324815e-02 1.59109322e+01 4.00000000e+00]","[0.012109232599519721, 0.012315215286207843, 0.012693498747743679, 0.012713766114689279, 0.012847215111937291]",0.0125357855720195,213.67156726208293
