CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,Sigma,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost,dist_to_known_params
l2_loss,1024,1000,70,10,1,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.74089960e-03 6.67870985e+01 1.98285583e-01 6.41797606e+01
 2.17247727e-01 1.54078099e-02 8.33082974e+01 4.00000000e+00]","[8.74089959e-03 6.67866605e+01 1.98323666e-01 6.51595941e+01
 2.17247042e-01 1.54078099e-02 8.33082969e+01 4.00000000e+00]","[8.74082111e-03 6.74372979e+01 5.09013778e-01 5.82530038e+01
 2.16458259e-01 1.54078104e-02 8.24905922e+01 4.00000000e+00]","[8.74089969e-03 6.67866647e+01 2.79376683e-01 6.51640627e+01
 2.14441544e-01 1.54078099e-02 8.33939418e+01 4.00000000e+00]","[8.74088052e-03 6.73386766e+01 3.66591340e-01 6.41755156e+01
 2.16450712e-01 1.54078100e-02 8.33084344e+01 4.00000000e+00]","[3.1924312202585115e-05, 3.267717755637921e-05, 3.496246514543777e-05, 3.53368641940901e-05, 3.591651882897274e-05]",3.416346758549299e-05,29.50065161370111
l2_loss,1024,1000,70,1,1,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[9.03667837e-03 5.19557603e+01 7.18877281e-01 4.18836831e+01
 1.07139922e-01 1.03427057e-02 8.44130373e+01 4.00000000e+00]","[9.03664316e-03 5.21568346e+01 6.67417776e-01 4.22085318e+01
 1.07527798e-01 1.03427057e-02 8.51936993e+01 4.00000000e+00]","[9.03534771e-03 5.22741157e+01 6.16382169e-01 4.24703217e+01
 1.14979592e-01 1.03427040e-02 9.19804187e+01 4.00000000e+00]","[9.03620505e-03 5.24618699e+01 8.73846899e-01 4.16239509e+01
 1.07530173e-01 1.03427044e-02 8.53197637e+01 4.00000000e+00]","[9.03668137e-03 5.21323915e+01 7.18860302e-01 4.16278083e+01
 1.07530081e-01 1.03427057e-02 8.45931749e+01 4.00000000e+00]","[0.0005172726728519835, 0.0005549231668284138, 0.0005611326676699007, 0.0005700574730577741, 0.0005819254575295616]",0.0005570622875875,31.02309791818399
l2_loss,1024,1000,70,0,1,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[7.73520500e-02 6.39226351e+01 8.12088431e-01 5.17300990e+01
 8.97508121e-01 1.15415887e-02 4.51105071e+01 4.00000000e+00]","[7.73559677e-02 6.27518611e+01 8.82501498e-01 5.23038320e+01
 8.97456240e-01 1.15415941e-02 4.38309332e+01 4.00000000e+00]","[7.98097157e-02 6.63365292e+01 7.19939035e-01 6.79811449e+01
 1.00000000e+00 1.15411083e-02 4.90051965e+01 4.00000000e+00]","[7.73506063e-02 6.27465172e+01 8.82506395e-01 5.17758180e+01
 8.57071113e-01 1.15441621e-02 4.39786829e+01 4.00000000e+00]","[7.97429002e-02 6.12846336e+01 8.82595061e-01 5.20542887e+01
 9.31061639e-01 1.15462054e-02 4.67673619e+01 4.00000000e+00]","[0.0018074981537530208, 0.0018961808106134719, 0.0019497191916376618, 0.002020198448266198, 0.0020347218776917324]",0.0019416636963924,31.708613653796135
l2_loss,1024,1000,70,0,2,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[7.97066045e-03 6.90593731e+01 8.03978618e-01 7.42064187e+01
 1.51506121e-01 1.55954560e-02 6.31764655e+01 4.00000000e+00]","[7.97066047e-03 6.84526859e+01 5.76307126e-01 7.29779370e+01
 1.31920562e-01 1.55939660e-02 5.43466329e+01 4.00000000e+00]","[7.97066087e-03 6.81744486e+01 1.00000000e+00 6.79274814e+01
 1.24583314e-01 1.55988840e-02 5.22976583e+01 4.00000000e+00]","[7.97066077e-03 6.87774938e+01 8.62427776e-01 6.82530894e+01
 1.41718254e-01 1.56008342e-02 5.92260308e+01 4.00000000e+00]","[7.97066086e-03 6.91874580e+01 6.63865904e-01 6.62763321e+01
 1.41683938e-01 1.55990805e-02 5.73343597e+01 4.00000000e+00]","[4.909543378808304e-05, 5.620803602166421e-05, 6.213094606777393e-05, 6.716430832647628e-05, 6.793748643847279e-05]",6.050724212849404e-05,31.917088248564013
l1_loss,1024,1000,70,1,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[4.31887575e-02 6.50473830e+01 7.21195798e-01 5.38062962e+01
 9.90885040e-01 1.41484877e-02 8.84669733e+01 4.00000000e+00]","[3.88072581e-02 6.46709442e+01 8.70209249e-01 5.35941200e+01
 9.69610733e-01 1.41395185e-02 9.36700997e+01 4.00000000e+00]","[4.31818993e-02 6.33100365e+01 4.13788776e-01 5.52323990e+01
 1.00000000e+00 1.41483209e-02 9.07091084e+01 4.00000000e+00]","[4.29594061e-02 6.45973788e+01 4.98075132e-01 5.44169670e+01
 9.47478910e-01 1.41485045e-02 8.66926905e+01 4.00000000e+00]","[4.85801718e-02 6.17440801e+01 9.88042150e-01 5.16665185e+01
 1.00000000e+00 1.38998643e-02 8.58986878e+01 4.00000000e+00]","[0.010315900965671497, 0.010362940193338081, 0.010981871555023705, 0.011118178767841328, 0.011203102093295081]",0.0107963987150339,35.071528819987535
l2_loss,512,1000,70,0,2,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[9.86687814e-03 5.90181205e+01 6.00250348e-01 5.21402714e+01
 9.66762259e-02 1.22322226e-02 4.23912574e+01 4.00000000e+00]","[9.86723586e-03 5.90542131e+01 9.14695500e-01 5.13628078e+01
 9.66719140e-02 1.22299392e-02 4.20714532e+01 4.00000000e+00]","[9.86743750e-03 5.78376269e+01 3.65349032e-01 5.31814273e+01
 9.39136549e-02 1.22258929e-02 4.25777487e+01 4.00000000e+00]","[9.86797738e-03 5.78912964e+01 6.32288575e-01 5.17361158e+01
 9.66697814e-02 1.22288002e-02 4.21609028e+01 4.00000000e+00]","[9.86800239e-03 5.78931747e+01 6.46773258e-01 5.12717901e+01
 9.66697839e-02 1.22288006e-02 4.21661435e+01 4.00000000e+00]","[6.280695166355687e-05, 7.001483895723467e-05, 7.81210389739121e-05, 8.752682548326027e-05, 9.516852689434637e-05]",7.872763639446205e-05,35.192236986860536
l1_loss,1024,1000,70,10,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[7.69277804e-03 6.93865052e+01 5.53998497e-01 6.26224746e+01
 2.22180670e-01 1.62200531e-02 8.66251308e+01 4.00000000e+00]","[7.69277804e-03 6.93878055e+01 5.28723402e-01 6.27696677e+01
 2.20229000e-01 1.60364551e-02 8.63175588e+01 4.00000000e+00]","[7.69277804e-03 6.93846954e+01 5.53140908e-01 6.26232733e+01
 2.22180605e-01 1.62200530e-02 8.67383073e+01 4.00000000e+00]","[7.69277792e-03 6.93852492e+01 7.17438140e-01 6.20460264e+01
 2.22163130e-01 1.62200210e-02 8.66824198e+01 4.00000000e+00]","[7.69277795e-03 6.91907711e+01 5.35832485e-01 6.24857611e+01
 2.24670672e-01 1.62201272e-02 8.72061980e+01 4.00000000e+00]","[0.0043672336676012355, 0.004379235748578057, 0.004381855882387599, 0.0043834396142979825, 0.0043879787730459465]",0.0043799487371821,35.237225313749796
l2_loss,512,1000,70,1,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.57306312e-03 6.87149094e+01 8.80498632e-01 6.16312631e+01
 2.49736961e-01 1.60763751e-02 8.78930619e+01 4.00000000e+00]","[8.57306312e-03 6.83027907e+01 8.14393009e-01 6.15821739e+01
 2.45356117e-01 1.58594422e-02 8.86054639e+01 4.00000000e+00]","[8.57306312e-03 6.87154538e+01 7.79725926e-01 6.16353351e+01
 2.49736961e-01 1.60763751e-02 8.79824572e+01 4.00000000e+00]","[8.57306312e-03 6.83168386e+01 8.06665788e-01 6.16174746e+01
 2.45358448e-01 1.58597134e-02 8.86426203e+01 4.00000000e+00]","[8.57306312e-03 6.81050201e+01 6.75790614e-01 6.19126995e+01
 2.45357431e-01 1.58593409e-02 8.88816637e+01 4.00000000e+00]","[2.2658833133785663e-05, 2.4316328833351152e-05, 2.5451123464171318e-05, 2.6767459814037238e-05, 2.7403737670601345e-05]",2.5319496583189343e-05,36.8019894329537
l1_loss,512,1000,70,0,1,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[2.80337155e-02 6.98835465e+01 8.46839808e-01 7.67269323e+01
 6.56304538e-01 1.63496134e-02 7.21670444e+01 4.00000000e+00]","[2.88915772e-02 6.92810356e+01 9.99519741e-01 7.10798050e+01
 5.97141853e-01 1.63514870e-02 6.58999092e+01 4.00000000e+00]","[2.80321466e-02 7.21930188e+01 1.00000000e+00 6.35563694e+01
 6.91786189e-01 1.63515537e-02 7.26706442e+01 4.00000000e+00]","[2.80306877e-02 6.97835243e+01 2.05418590e-01 7.15707480e+01
 6.56359994e-01 1.63496128e-02 7.21332681e+01 4.00000000e+00]","[2.80331378e-02 6.89223441e+01 6.83614212e-01 7.15245210e+01
 6.79679607e-01 1.63515538e-02 7.51185110e+01 4.00000000e+00]","[0.007955352879522514, 0.00811088439345502, 0.008261299347390417, 0.008396091397813403, 0.008450583959267776]",0.0082348423954898,37.24810795263292
l2_loss,1024,1000,70,0,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.02163815e-02 5.47770498e+01 1.00370777e-01 5.47530819e+01
 9.45965821e-02 1.25242340e-02 4.12408822e+01 4.00000000e+00]","[1.02162706e-02 5.47770493e+01 1.00371196e-01 5.47518371e+01
 9.45970952e-02 1.25242340e-02 4.14660156e+01 4.00000000e+00]","[1.02163814e-02 5.47770491e+01 1.00370777e-01 5.47530877e+01
 9.45965810e-02 1.25242340e-02 4.12403843e+01 4.00000000e+00]","[1.02162011e-02 5.48075175e+01 1.00370777e-01 5.47878512e+01
 9.45952126e-02 1.25242340e-02 4.11502904e+01 4.00000000e+00]","[1.02163816e-02 5.47770498e+01 1.00370777e-01 5.47530846e+01
 9.45965825e-02 1.25242340e-02 4.12425605e+01 4.00000000e+00]","[1.353881702342762e-06, 1.5550317952064422e-06, 1.5573422900894429e-06, 1.573503778569224e-06, 1.7099551428175776e-06]",1.5499429418050898e-06,37.448399095611684
l2_loss,1024,1000,70,10,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.90176572e-01 4.58552787e+01 6.89837185e-01 4.13967283e+01
 1.00000000e+00 2.97214390e-03 4.43646614e+01 4.00000000e+00]","[1.88764594e-01 4.46525077e+01 5.74133835e-01 4.14244749e+01
 1.00000000e+00 2.97214391e-03 5.89540236e+01 4.00000000e+00]","[1.90182927e-01 4.58566276e+01 6.64617005e-01 4.14112401e+01
 1.00000000e+00 5.39594445e-03 3.04754324e+01 4.00000000e+00]","[1.88763718e-01 4.53040174e+01 5.74133904e-01 4.14242884e+01
 9.80623216e-01 2.97214391e-03 5.39281564e+01 4.00000000e+00]","[1.90162454e-01 4.58576157e+01 6.89697795e-01 4.14163306e+01
 9.80638353e-01 2.97214390e-03 4.41080426e+01 4.00000000e+00]","[0.00259317693543426, 0.0026045693672545394, 0.00263122022657839, 0.0026483408112253784, 0.002669998418053437]",0.0026294611517092,37.92512123533405
l2_loss,512,1000,70,1,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.63809187e-03 7.63866338e+01 7.70662545e-01 7.34343212e+01
 2.27590075e-01 1.93286473e-02 6.86140096e+01 4.00000000e+00]","[7.63809185e-03 7.63321163e+01 6.03365127e-01 6.45673045e+01
 2.26431640e-01 1.93293182e-02 6.85972186e+01 4.00000000e+00]","[7.63809187e-03 7.59721255e+01 9.06177832e-01 7.35272073e+01
 2.27595130e-01 1.93286475e-02 6.84949874e+01 4.00000000e+00]","[7.63809187e-03 7.63758986e+01 6.02685429e-01 7.34433403e+01
 2.27591554e-01 1.93286476e-02 6.84903541e+01 4.00000000e+00]","[7.63809374e-03 7.63616653e+01 9.05016630e-01 6.48179274e+01
 2.31669856e-01 1.93270566e-02 6.96762251e+01 4.00000000e+00]","[0.00011167420782801862, 0.00011438598983155436, 0.00011516604765189376, 0.0001153703609668013, 0.00011537156380549807]",0.0001143936340167,39.10696710881594
l1_loss,1024,1000,70,0,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.09835283e-02 7.11082133e+01 6.64152732e-01 6.47812773e+01
 1.68586244e-01 1.69792613e-02 4.28507297e+01 4.00000000e+00]","[1.09835316e-02 7.11187600e+01 5.09541884e-01 6.47355005e+01
 1.68575620e-01 1.69792613e-02 4.33815279e+01 4.00000000e+00]","[1.09835124e-02 7.11115928e+01 5.09522554e-01 6.36199298e+01
 1.67281322e-01 1.69792614e-02 4.23894070e+01 4.00000000e+00]","[1.09835338e-02 7.08087714e+01 5.21208234e-01 6.52196345e+01
 1.68585570e-01 1.69792612e-02 4.38274018e+01 4.00000000e+00]","[1.09835258e-02 7.11131980e+01 5.90344792e-01 6.36260708e+01
 1.67279302e-01 1.69792614e-02 4.23828523e+01 4.00000000e+00]","[0.007584453232052192, 0.007676192483459798, 0.0077419801564933746, 0.007845834922474941, 0.007851351710597674]",0.0077399625010155,41.343946246304334
l1_loss,512,1000,70,1,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[6.56454259e-02 7.03829239e+01 8.27942646e-01 7.24658693e+01
 1.00000000e+00 1.63057257e-02 4.60681036e+01 4.00000000e+00]","[6.56454249e-02 7.03660600e+01 3.39786940e-01 7.39216025e+01
 1.00000000e+00 1.63067975e-02 4.61626162e+01 4.00000000e+00]","[6.56542861e-02 7.23503817e+01 9.60006583e-01 6.74215953e+01
 1.00000000e+00 1.63076533e-02 4.46035658e+01 4.00000000e+00]","[6.56454207e-02 6.92136768e+01 6.28446684e-01 6.22100756e+01
 1.00000000e+00 1.63027766e-02 4.72563467e+01 4.00000000e+00]","[6.56454031e-02 7.05205333e+01 9.52960381e-01 7.46489986e+01
 1.00000000e+00 1.63070707e-02 4.60474581e+01 4.00000000e+00]","[0.00843244578559863, 0.00855780394197556, 0.008812940683606562, 0.008878812489566153, 0.009077998929251858]",0.0087520003659997,41.42551089524111
l2_loss,512,1000,70,0,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[8.68070617e-03 6.68511005e+01 8.15727339e-01 6.11948514e+01
 2.45603791e-01 1.55593205e-02 9.17774053e+01 4.00000000e+00]","[8.68065101e-03 6.65690759e+01 7.58335951e-01 6.10334880e+01
 2.43960089e-01 1.55593205e-02 9.12495358e+01 4.00000000e+00]","[8.68031601e-03 6.65424849e+01 8.56692710e-01 6.11266998e+01
 2.43917166e-01 1.55593205e-02 9.16525830e+01 4.00000000e+00]","[8.68069841e-03 6.65730425e+01 8.05315984e-01 6.11415432e+01
 2.43892892e-01 1.55593205e-02 9.15238589e+01 4.00000000e+00]","[8.68100757e-03 6.65681418e+01 8.01610526e-01 6.11386183e+01
 2.43962207e-01 1.55593205e-02 9.16187549e+01 4.00000000e+00]","[2.4401518259797395e-05, 2.5343920284066893e-05, 2.5482129772700958e-05, 2.5669663392735e-05, 2.590699056870612e-05]",2.536084445560128e-05,41.45646916385648
l2_loss,512,1000,70,10,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.34241515e-03 7.55792487e+01 6.85906563e-01 7.71867360e+01
 1.99416814e-01 1.90878366e-02 6.50754504e+01 4.00000000e+00]","[7.34241515e-03 7.75659790e+01 9.50796193e-01 7.94357062e+01
 1.99416971e-01 1.90878491e-02 6.31002793e+01 4.00000000e+00]","[7.34241515e-03 7.62019451e+01 7.16472493e-01 7.71977032e+01
 1.99416814e-01 1.90878367e-02 6.50750630e+01 4.00000000e+00]","[7.34241515e-03 7.75570747e+01 9.10825481e-01 7.57435647e+01
 1.99417031e-01 1.90883496e-02 6.30666199e+01 4.00000000e+00]","[7.34241515e-03 7.61201317e+01 4.91481890e-01 7.71119805e+01
 1.99417007e-01 1.90873969e-02 6.49060165e+01 4.00000000e+00]","[0.00010221748290340795, 0.00010490566160724607, 0.0001075860228627622, 0.00011208569584671294, 0.00011451660546974133]",0.0001082622937379,42.25387234121446
l1_loss,1024,1000,70,1,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[9.54989919e-03 6.14469378e+01 1.28868254e-01 6.13554460e+01
 2.16264625e-01 1.37909691e-02 9.35364435e+01 4.00000000e+00]","[9.54989919e-03 6.14475361e+01 1.28868260e-01 6.13558117e+01
 2.16264694e-01 1.37909691e-02 9.35364384e+01 4.00000000e+00]","[9.54989919e-03 6.14477371e+01 1.28869748e-01 6.13541328e+01
 2.16264596e-01 1.37909691e-02 9.35373626e+01 4.00000000e+00]","[9.54989919e-03 6.14471094e+01 1.28867860e-01 6.13548310e+01
 2.16264756e-01 1.37909691e-02 9.35363389e+01 4.00000000e+00]","[9.54989919e-03 6.14470115e+01 1.28868272e-01 6.13552510e+01
 2.16264679e-01 1.37909691e-02 9.35367278e+01 4.00000000e+00]","[0.0017261381363025258, 0.0017811216852099362, 0.0017835723902686431, 0.0017891811094911184, 0.0017898438562404684]",0.0017739714355025,42.29029928488965
l2_loss,1024,1000,70,1,2,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[8.65560140e-03 6.53824935e+01 1.59523884e-01 6.59889770e+01
 1.05778181e-01 1.46493157e-02 4.06985848e+01 4.00000000e+00]","[8.65601746e-03 6.51797169e+01 1.94939113e-01 6.34805977e+01
 1.06273806e-01 1.48761825e-02 4.02696845e+01 4.00000000e+00]","[8.65551775e-03 6.50109468e+01 1.68877491e-01 6.57677076e+01
 1.05951038e-01 1.47820427e-02 4.14675044e+01 4.00000000e+00]","[8.92702154e-03 6.48197789e+01 1.62720247e-01 6.44299315e+01
 1.06702092e-01 1.50170729e-02 3.99863563e+01 4.00000000e+00]","[8.65585555e-03 6.55529159e+01 1.56888301e-01 6.46202495e+01
 1.06067824e-01 1.46500981e-02 3.98520748e+01 4.00000000e+00]","[2.6521819605270143e-05, 2.6869222324022097e-05, 2.7041335576257385e-05, 2.7433368457558118e-05, 2.791377600399132e-05]",2.715590439341981e-05,42.808251144489574
l2_loss,1024,1000,70,1,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.96135598e-03 7.16735215e+01 1.00000000e+00 7.91503222e+01
 1.58316104e-01 1.75030012e-02 5.61810382e+01 4.00000000e+00]","[7.96116052e-03 7.21518827e+01 8.39410159e-01 7.73371305e+01
 1.64448378e-01 1.75019606e-02 5.77873576e+01 4.00000000e+00]","[8.06039350e-03 7.19336177e+01 5.81440388e-01 7.83385465e+01
 1.49037068e-01 1.71954234e-02 5.20999765e+01 4.00000000e+00]","[7.96116041e-03 7.21832284e+01 7.16739467e-01 7.75222173e+01
 1.78873955e-01 1.75019609e-02 6.31012970e+01 4.00000000e+00]","[7.96129780e-03 7.18826660e+01 9.92925514e-01 7.58509527e+01
 1.24517799e-01 1.75025725e-02 4.30461150e+01 4.00000000e+00]","[7.385261855185033e-05, 7.5044215684298e-05, 7.911762443881523e-05, 8.083959349817156e-05, 8.166111417943597e-05]",7.810303327051424e-05,43.18690756190025
l2_loss,512,1000,70,1,1,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[9.22237735e-03 6.02587069e+01 3.13264436e-01 5.43720497e+01
 9.23596193e-02 1.31734022e-02 3.90707576e+01 4.00000000e+00]","[9.22237726e-03 6.05222927e+01 4.09221435e-01 5.33054367e+01
 9.23592020e-02 1.27313490e-02 3.91920265e+01 4.00000000e+00]","[9.22237735e-03 6.05304088e+01 2.74586311e-01 5.48867170e+01
 9.23605497e-02 1.27313411e-02 3.89599931e+01 4.00000000e+00]","[9.22237735e-03 6.06881589e+01 4.35600902e-01 5.31305584e+01
 9.27660375e-02 1.27313945e-02 3.91470878e+01 4.00000000e+00]","[9.22237735e-03 6.02516359e+01 2.54640354e-01 5.48896901e+01
 9.14672376e-02 1.27313410e-02 3.90776549e+01 4.00000000e+00]","[3.150138720018628e-05, 3.2184443523881124e-05, 3.243699219029084e-05, 3.247313558057478e-05, 3.259593160113401e-05]",3.223837801921341e-05,43.52998519528339
l2_loss,512,1000,70,0,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.80788005e-03 7.29995452e+01 8.30865087e-01 7.62551879e+01
 1.38357082e-01 1.75716122e-02 4.88190715e+01 4.00000000e+00]","[7.80788005e-03 7.23391258e+01 8.50407119e-01 7.60188951e+01
 1.38356746e-01 1.75716124e-02 4.91479583e+01 4.00000000e+00]","[7.80788005e-03 7.20999426e+01 7.00246826e-01 7.10904561e+01
 1.30358550e-01 1.75716118e-02 4.63111765e+01 4.00000000e+00]","[7.80788005e-03 7.29486858e+01 6.75038034e-01 7.63864112e+01
 1.38359639e-01 1.75716124e-02 4.95088216e+01 4.00000000e+00]","[7.80788005e-03 7.24123502e+01 9.56503303e-01 7.62173834e+01
 1.38354202e-01 1.75716122e-02 4.88336219e+01 4.00000000e+00]","[5.44939612554845e-05, 5.654305742058219e-05, 6.02094342972199e-05, 6.142828579717477e-05, 6.16139393862772e-05]",5.88577356313477e-05,44.04779308516052
l2_loss,512,1000,70,1,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[8.63764807e-03 6.78983252e+01 5.80137691e-01 6.22112815e+01
 1.12228255e-01 1.57425528e-02 3.96734536e+01 4.00000000e+00]","[8.63752857e-03 6.75814659e+01 4.65658783e-01 6.21290204e+01
 1.12485339e-01 1.57427853e-02 3.97532466e+01 4.00000000e+00]","[8.63775183e-03 6.75473608e+01 3.27068003e-01 6.24274905e+01
 1.12240081e-01 1.57422752e-02 3.96665117e+01 4.00000000e+00]","[8.63732744e-03 6.78911405e+01 5.30809707e-01 6.30956996e+01
 1.12232524e-01 1.57421961e-02 3.94520554e+01 4.00000000e+00]","[8.63764807e-03 6.78983252e+01 6.24618513e-01 6.23685346e+01
 1.12228255e-01 1.53558620e-02 3.96734536e+01 4.00000000e+00]","[3.29930916886391e-05, 3.6850511370657415e-05, 3.7092666096820845e-05, 3.802052593905701e-05, 3.8871999400494756e-05]",3.676575889913383e-05,45.27276828131895
l2_loss,1024,1000,70,0,1,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[9.22471109e-03 6.64328743e+01 8.50863560e-01 6.41281673e+01
 2.52302969e-01 1.45892611e-02 9.37498307e+01 4.00000000e+00]","[8.00412638e-03 6.97920029e+01 4.48027256e-01 7.23288233e+01
 1.77361604e-01 1.66556205e-02 6.86564350e+01 4.00000000e+00]","[9.48798136e-03 6.44658436e+01 1.00000000e+00 6.08846060e+01
 1.98525996e-01 1.41662081e-02 8.04542391e+01 4.00000000e+00]","[9.48808791e-03 6.51171250e+01 1.00000000e+00 6.15055077e+01
 2.02951020e-01 1.41627376e-02 8.20017113e+01 4.00000000e+00]","[9.48806276e-03 6.55208788e+01 3.67522307e-01 6.49103487e+01
 2.54621007e-01 1.42954169e-02 9.56549994e+01 4.00000000e+00]","[6.702388932099854e-05, 7.173686429296572e-05, 7.334580295314996e-05, 7.422197157871809e-05, 7.550862380116557e-05]",7.236743038939958e-05,45.434472584422956
l1_loss,512,1000,70,1,1,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[3.45670665e-02 6.95865306e+01 6.62872637e-01 7.80320368e+01
 9.50394572e-01 1.58958911e-02 8.47210610e+01 4.00000000e+00]","[3.44565564e-02 6.94170632e+01 3.74318108e-01 7.10508089e+01
 9.27201291e-01 1.62910598e-02 8.09819131e+01 4.00000000e+00]","[3.68003073e-02 7.13473186e+01 1.96345489e-01 7.38807933e+01
 9.75454013e-01 1.59085296e-02 8.03369061e+01 4.00000000e+00]","[3.44582683e-02 6.94224857e+01 2.69965471e-01 7.32669215e+01
 9.27233939e-01 1.62909113e-02 8.16265181e+01 4.00000000e+00]","[3.45642912e-02 6.94479294e+01 6.84363147e-01 7.78775802e+01
 9.50429786e-01 1.58960754e-02 8.44343658e+01 4.00000000e+00]","[0.006846038923901309, 0.00718393027792131, 0.007964844753485713, 0.008147663919560242, 0.00822414141103405]",0.0076733238571805,46.069584480975315
l1_loss,1024,1000,70,1,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.60097781e-03 6.47897446e+01 1.72489686e-01 6.46288298e+01
 1.00738159e-01 1.49548369e-02 3.90053462e+01 4.00000000e+00]","[8.70043268e-03 6.61045322e+01 3.15104447e-01 6.33368146e+01
 1.00735986e-01 1.49569618e-02 3.58079630e+01 4.00000000e+00]","[8.60789179e-03 6.54530608e+01 4.02541508e-01 5.80370800e+01
 1.02582108e-01 1.49513907e-02 3.79739223e+01 4.00000000e+00]","[8.69859140e-03 6.68537516e+01 3.72340728e-01 6.50645036e+01
 1.00722471e-01 1.49560719e-02 3.57012623e+01 4.00000000e+00]","[8.69860596e-03 6.68400332e+01 3.23806612e-01 6.38216611e+01
 1.05148087e-01 1.49560728e-02 3.67643625e+01 4.00000000e+00]","[0.0035266330415139823, 0.0037239254923441944, 0.004144632912646335, 0.004233732330365387, 0.00433080399676112]",0.0039919455547262,46.233320823951786
l1_loss,1024,1000,70,0,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.07403763e-02 7.23726445e+01 1.00000000e+00 6.25481242e+01
 1.61738419e-01 1.70342390e-02 4.09048598e+01 4.00000000e+00]","[1.07403769e-02 7.18160839e+01 1.00000000e+00 6.30300785e+01
 1.61737105e-01 1.70345936e-02 4.09225457e+01 4.00000000e+00]","[1.07403769e-02 7.15592732e+01 9.00291124e-01 6.24289643e+01
 1.61737105e-01 1.70345919e-02 4.09459483e+01 4.00000000e+00]","[1.07403769e-02 7.23402748e+01 8.94216714e-01 6.30223017e+01
 1.61737104e-01 1.70345935e-02 4.09169344e+01 4.00000000e+00]","[1.07403763e-02 7.23766689e+01 1.00000000e+00 6.25409585e+01
 1.61738422e-01 1.70341950e-02 4.09035473e+01 4.00000000e+00]","[0.007707086621389668, 0.007724195500370281, 0.007742659261344124, 0.007751520290220946, 0.007755361767694578]",0.0077361646882039,46.29553970834057
l1_loss,512,1000,70,1,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[4.41337010e-02 5.76535769e+01 7.09837899e-01 5.13047961e+01
 8.04741270e-01 1.20498648e-02 9.59308683e+01 4.00000000e+00]","[4.41337010e-02 5.76538764e+01 8.27132338e-01 5.13018639e+01
 8.04738996e-01 1.20498648e-02 9.66093307e+01 4.00000000e+00]","[4.41337010e-02 5.76618920e+01 8.27136794e-01 5.13394597e+01
 8.04758129e-01 1.20498648e-02 9.66103566e+01 4.00000000e+00]","[4.41337010e-02 5.76539197e+01 7.19861874e-01 5.13019671e+01
 8.04739026e-01 1.20498648e-02 9.66067656e+01 4.00000000e+00]","[4.41337010e-02 5.76664984e+01 5.74934307e-01 5.14511469e+01
 8.12096948e-01 1.22073108e-02 9.62376721e+01 4.00000000e+00]","[0.007691570314214162, 0.008157071165607967, 0.008293896950737088, 0.008414577407196632, 0.008451282657446345]",0.0082016796990404,46.31661990687867
